genres,main_genre,secondary_genre,hours_played
r&b francais,,,0.7136702777777780
classic french pop,,,0.7117388888888890
auteur-compositeur-interprete quebecois,,,0.7117388888888890
chinese idol pop,,,0.7109769444444450
electrofox,,,0.7088819444444440
worship,,,0.7072230555555560
world worship,,,0.7072230555555560
irish pop,,,0.7068488888888890
lo-fi vgm,,,0.705935
acoustic blues,,,0.7056361111111110
spirituals,,,0.7049958333333330
brit funk,,,0.6997030555555560
space ambient,,,0.6956336111111110
hi-nrg,,,0.6951583333333330
bulgarian electronic,,,0.6912
bossa nova,,,0.6904883333333330
german house,,,0.6891219444444440
russian romanticism,,,0.6878980555555560
pop nacional,,,0.6854072222222220
kc indie,,,0.6757402777777780
dark r&b,,,0.6750291666666670
funky tech house,,,0.665075
classic pakistani pop,,,0.6646308333333330
sufi,,,0.6646308333333330
ghazal,,,0.6646308333333330
drum and bass,,,0.6628855555555560
norwegian house,,,0.6627208333333330
uk house,,,0.6611619444444440
electroclash,,,0.6575366666666670
scratch,,,0.65311
big beat,,,0.64781
bachata,,,0.6445166666666670
bboy,,,0.6441322222222220
collage pop,,,0.6411705555555560
new orleans funk,,,0.6402952777777780
nz pop,,,0.6389483333333330
downtempo bass,,,0.6387277777777780
go-go,,,0.6368866666666670
arab groove,,,0.6346444444444450
minnesota hip hop,,,0.6312072222222220
indian edm,,,0.6305836111111110
jazz drums,,,0.6300958333333330
hamburg electronic,,,0.6267572222222220
ukulele,,,0.6262208333333330
french techno,,,0.6247255555555560
metalcore,,,0.6210258333333330
candy pop,,,0.6176388888888890
latinx alternative,,,0.6137647222222220
pixie,,,0.6092677777777780
lo-fi product,,,0.6057422222222220
pop violin,,,0.6051919444444450
talent show,,,0.6051363888888890
ambient post-rock,,,0.6042241666666670
classic dubstep,,,0.6025136111111110
minneapolis indie,,,0.6004872222222220
alabama indie,,,0.6002125
vapor pop,,,0.5999688888888890
london rap,,,0.5991088888888890
australian indie folk,,,0.5924672222222220
swedish indie folk,,,0.5883480555555560
scottish techno,,,0.5869522222222220
acid jazz,,,0.5862219444444440
country blues,,,0.5855125
deep chill,,,0.5852652777777780
chill lounge,,,0.5852652777777780
modern jazz trio,,,0.5815244444444440
american modern classical,,,0.5791555555555560
swedish techno,,,0.5785361111111110
ambient folk,,,0.5751075
chill house,,,0.5731047222222220
hardvapour,,,0.5716961111111110
auckland indie,,,0.5712466666666670
classical piano,,,0.5707788888888890
nyc pop,,,0.5682969444444450
jamaican dancehall,,,0.5657419444444450
experimental rock,,,0.5640536111111110
mpb,,,0.5636152777777780
atmosphere,,,0.5614141666666670
popgaze,,,0.5586977777777780
workout product,,,0.5577633333333330
renaissance,,,0.5566561111111110
latin viral pop,,,0.5554527777777780
ukrainian classical,,,0.5533163888888890
reggae cover,,,0.5529727777777780
rave,,,0.5509905555555560
polish classical,,,0.5464508333333330
south african rock,,,0.5449527777777780
israeli classical piano,,,0.5413166666666670
acoustic guitar cover,,,0.5398397222222220
slow game,,,0.5290763888888890
classic japanese jazz,,,0.5265836111111110
alternative americana,,,0.5210658333333330
christian trap,,,0.5152338888888890
harpsichord,,,0.5045011111111110
post-hardcore,,,0.5038969444444440
japanese emo,,,0.5030427777777780
modern jazz piano,,,0.5029786111111110
classical guitar,,,0.5027508333333330
flamenco,,,0.5005916666666670
flamenco guitar,,,0.5005916666666670
swedish garage rock,,,0.49942722222222200
saskatchewan indie,,,0.49843916666666700
wu fam,,,0.4954675
moroccan pop,,,0.4940772222222220
bristol electronic,,,0.49337555555555600
scottish new wave,,,0.49172194444444400
german cloud rap,,,0.49149444444444400
braindance,,,0.49085388888888900
sad rap,,,0.48964833333333300
latin classical,,,0.48768555555555600
halftime dnb,,,0.48204305555555600
swedish hard rock,,,0.48038305555555600
norwegian classical,,,0.47700694444444400
dark pop,,,0.4701063888888890
canadian drill,,,0.46949805555555600
deep uplifting trance,,,0.4681972222222220
celtic,,,0.4671136111111110
new orleans soul,,,0.4665344444444440
hollywood,,,0.4651808333333330
vermont indie,,,0.4647219444444440
pacific islands pop,,,0.46307777777777800
rebel blues,,,0.46276527777777800
spanish pop,,,0.46231527777777800
italian jazz fusion,,,0.45972111111111100
galante era,,,0.4584552777777780
nu skool breaks,,,0.4569447222222220
sacramento indie,,,0.45691055555555600
alternative emo,,,0.45523833333333300
dancefloor dnb,,,0.45504555555555600
footwork,,,0.452355
birmingham grime,,,0.4499269444444440
visual kei,,,0.4480441666666670
contemporary vocal jazz,,,0.44707694444444400
melodic metalcore,,,0.4457138888888890
swedish indie rock,,,0.44390972222222200
reggaeton flow,,,0.441165
popping,,,0.4403344444444440
pianissimo,,,0.4378636111111110
french soundtrack,,,0.43735083333333300
christian alternative rock,,,0.4363547222222220
space age pop,,,0.43402972222222200
art punk,,,0.432225
pirate,,,0.430835
nerdcore,,,0.42384944444444400
atlanta indie,,,0.419785
indonesian underground hip hop,,,0.4194961111111110
straight-ahead jazz,,,0.4191436111111110
piano cover,,,0.4173202777777780
canadian house,,,0.41634333333333300
british soundtrack,,,0.4151136111111110
japanese underground rap,,,0.4149477777777780
japanese boom bap,,,0.4149477777777780
juju,,,0.41396638888888900
latin soundtrack,,,0.4138030555555560
uk metalcore,,,0.4115975
british modern classical,,,0.4110436111111110
screamo,,,0.4097558333333330
indiecoustica,,,0.40970305555555600
czech classical,,,0.4088441666666670
tearout,,,0.4087058333333330
brooklyn drill,,,0.4081502777777780
ambient techno,,,0.4054730555555560
acid techno,,,0.4053175
classic j-rock,,,0.40499833333333300
neoclassicism,,,0.404195
japanese piano,,,0.40365694444444400
soul flow,,,0.40009194444444400
indie punk,,,0.39833166666666700
miami bass,,,0.39777583333333300
slack-key guitar,,,0.39774166666666700
ambient house,,,0.3916908333333330
calypso,,,0.3911211111111110
australian country,,,0.39097777777777800
drone folk,,,0.3863083333333330
uk tech house,,,0.38568583333333300
belgian techno,,,0.3838136111111110
kwaito,,,0.3815963888888890
anime rock,,,0.3737522222222220
outsider house,,,0.3725436111111110
pop emo,,,0.3721202777777780
bleep techno,,,0.3718786111111110
german rock,,,0.3716886111111110
german metal,,,0.3716886111111110
german hard rock,,,0.3716886111111110
tulsa indie,,,0.3715536111111110
greek downtempo,,,0.3713266666666670
red dirt,,,0.37008111111111100
outsider,,,0.36889083333333300
german classical piano,,,0.3685422222222220
north carolina indie,,,0.36694166666666700
canadian pop punk,,,0.36685833333333300
canadian punk,,,0.36685833333333300
scottish indie,,,0.36657
dark clubbing,,,0.36522583333333300
montreal indie,,,0.3646727777777780
nice indie,,,0.36406666666666700
groove metal,,,0.3572
italian romanticism,,,0.3541666666666670
italian opera,,,0.3541666666666670
milwaukee hip hop,,,0.35340444444444400
ambient pop,,,0.3524138888888890
louisiana blues,,,0.35171583333333300
new orleans blues,,,0.35171583333333300
skate punk,,,0.35086527777777800
rhythm game,,,0.3503277777777780
norwegian singer-songwriter,,,0.3491186111111110
experimental bass,,,0.3458261111111110
dunedin indie,,,0.3423002777777780
progressive metal,,,0.34222166666666700
neo-traditional country,,,0.3411775
teen pop,,,0.3404347222222220
cello,,,0.3398527777777780
speed house,,,0.33772583333333300
synthesizer,,,0.3375947222222220
channel islands indie,,,0.3371997222222220
japanese vgm,,,0.3361733333333330
japanese experimental,,,0.33606
singeli,,,0.33411833333333300
nu jazz,,,0.33269305555555600
j-pixie,,,0.3325430555555560
modern country pop,,,0.3323608333333330
substep,,,0.33150666666666700
london indie,,,0.3312772222222220
nz indie,,,0.3305988888888890
underground grunge,,,0.3287475
meme rap,,,0.32648333333333300
belgian pop,,,0.32616527777777800
argentine ambient,,,0.32520305555555600
progressive jazz fusion,,,0.3251502777777780
jacksonville indie,,,0.3250283333333330
lds youth,,,0.3250061111111110
rap latina,,,0.32230333333333300
afro psych,,,0.32186305555555600
sound art,,,0.3211772222222220
game mood,,,0.32097472222222200
dutch rock,,,0.32073666666666700
dutch pop,,,0.3196791666666670
freestyle,,,0.3193811111111110
bassline,,,0.31873527777777800
arab trap,,,0.3156466666666670
brazilian jazz,,,0.3152641666666670
celtic punk,,,0.31435555555555600
drift,,,0.31430166666666700
enka,,,0.3127711111111110
experimental jazz,,,0.3127577777777780
men chika,,,0.31221
melodic drill,,,0.3108430555555560
horrorcore,,,0.3108269444444440
vintage reggae,,,0.30718833333333300
folk punk,,,0.30713305555555600
jamgrass,,,0.30603305555555600
string duo,,,0.30557055555555600
christian music,,,0.3046363888888890
uk drill,,,0.3044936111111110
canadian latin,,,0.30402055555555600
korean trap,,,0.3022222222222220
andean flute,,,0.30203694444444400
israeli indie,,,0.30089805555555600
rhode island rap,,,0.30086666666666700
anime score,,,0.3002944444444440
cinematic post-rock,,,0.2974847222222220
slowcore,,,0.2974219444444440
japanese soul,,,0.29706166666666700
rare groove,,,0.29693277777777800
gym hardstyle,,,0.2961052777777780
nederpop,,,0.29501055555555600
knoxville indie,,,0.29174555555555600
no wave,,,0.2901708333333330
traphall,,,0.289185
italian electronica,,,0.2890477777777780
rome indie,,,0.2890477777777780
synthwave,,,0.28810555555555600
indonesian jazz,,,0.2879661111111110
vegas indie,,,0.2863713888888890
otacore,,,0.28567722222222200
canadian indie folk,,,0.2854641666666670
modern psychedelic folk,,,0.28367027777777800
bergen indie,,,0.2835988888888890
krautrock,,,0.27993694444444400
berlin school,,,0.27993694444444400
german prog,,,0.27993694444444400
toronto indie,,,0.27955444444444400
south african house,,,0.27795166666666700
modern bollywood,,,0.2776075
indie quebecois,,,0.27702638888888900
21st century classical,,,0.2760325
nordic contemporary classical,,,0.2760325
bubblegrunge,,,0.2744330555555560
classical cello,,,0.27229916666666700
canadian electropop,,,0.2713275
tropicalia,,,0.27077555555555600
welsh rock,,,0.27064027777777800
south carolina indie,,,0.26988555555555600
mashup,,,0.2680180555555560
jungle,,,0.26784
serialism,,,0.26763944444444400
irish folk,,,0.26762444444444400
slushwave,,,0.26666666666666700
welsh indie,,,0.2653641666666670
south african jazz,,,0.2650558333333330
brazilian edm,,,0.26416694444444400
modular synth,,,0.26352166666666700
chill phonk,,,0.263095
leicester indie,,,0.2622111111111110
american primitive,,,0.2619386111111110
violao,,,0.26190555555555600
indian jazz,,,0.26007
crank wave,,,0.25941055555555600
study beats,,,0.2587919444444440
boston punk,,,0.256
canadian celtic,,,0.2558547222222220
bluegrass,,,0.25493333333333300
neo-traditional bluegrass,,,0.25493333333333300
early avant garde,,,0.25183333333333300
canadian psychedelic,,,0.25145972222222200
hardcore punk,,,0.2504986111111110
swiss indie,,,0.25
chinderlieder,,,0.25
experimental ambient,,,0.24998277777777800
dub techno,,,0.24942583333333300
cologne electronic,,,0.24942583333333300
latin rock,,,0.24915083333333300
dallas indie,,,0.24849444444444400
tin pan alley,,,0.24722222222222200
wave,,,0.24688083333333300
experimental house,,,0.24560194444444400
ukrainian contemporary classical,,,0.24500666666666700
ukrainian classical piano,,,0.24500666666666700
solo wave,,,0.24415166666666700
azontobeats,,,0.2440625
german reggae,,,0.24365111111111100
german hip hop,,,0.24365111111111100
cologne hip hop,,,0.24365111111111100
brazilian techno,,,0.2426588888888890
dutch prog,,,0.24022555555555600
new jersey underground rap,,,0.23914166666666700
new orleans indie,,,0.23730333333333300
funk mexicano,,,0.23655
kentucky roots,,,0.23651055555555600
victorian britain,,,0.23619944444444400
irish neo-traditional,,,0.23577694444444400
sydney indie,,,0.23563277777777800
uk dancehall,,,0.235345
slc indie,,,0.23517083333333300
surf punk,,,0.23463555555555600
jazz quartet,,,0.23415555555555600
kizomba,,,0.23287333333333300
samba,,,0.23176833333333300
el paso indie,,,0.2313588888888890
hard techno,,,0.229895
boogie,,,0.22969166666666700
saxophone house,,,0.22956888888888900
austro-german modernism,,,0.22884694444444400
pub rock,,,0.22804027777777800
south african pop,,,0.22756166666666700
desi hip hop,,,0.2273425
early music ensemble,,,0.22716611111111100
psychedelic blues-rock,,,0.22565305555555600
nu-metalcore,,,0.22509305555555600
piedmont blues,,,0.22497777777777800
minimal dnb,,,0.22377972222222200
swedish americana,,,0.22289944444444400
modern old-time,,,0.2211027777777780
newcastle indie,,,0.22096361111111100
j-ambient,,,0.22035194444444400
chill baile,,,0.2199436111111110
operatic pop,,,0.21916972222222200
ambient synth,,,0.21727944444444400
classical jazz fusion,,,0.21691388888888900
freakbeat,,,0.21520055555555600
electropowerpop,,,0.2146325
cornish folk,,,0.21448083333333300
icelandic rock,,,0.2136597222222220
diva house,,,0.21348916666666700
jazz vibraphone,,,0.21343694444444400
trancecore,,,0.21340555555555600
deep techno,,,0.21251777777777800
nordic post-rock,,,0.21248833333333300
beats,,,0.21162166666666700
brazilian soul,,,0.21136805555555600
nigerian hip hop,,,0.21108916666666700
ethereal wave,,,0.21099222222222200
vintage italian soundtrack,,,0.20949694444444400
rochester ny indie,,,0.20888166666666700
instrumental bluegrass,,,0.20813916666666700
christian rock,,,0.2080925
j-acoustic,,,0.20782194444444400
british alternative rock,,,0.20714416666666700
nashville singer-songwriter,,,0.2071302777777780
frankfurt electronic,,,0.20419722222222200
uk post-punk revival,,,0.20209611111111100
classic progressive house,,,0.20206166666666700
deep progressive trance,,,0.20206166666666700
danish electropop,,,0.20187472222222200
south african electronic,,,0.20101555555555600
black comedy,,,0.2002188888888890
icelandic indie,,,0.20008944444444400
ragga jungle,,,0.19927333333333300
psychill,,,0.19888472222222200
progressive breaks,,,0.19888472222222200
finnish classical,,,0.19873305555555600
pop ambient,,,0.19827583333333300
organic electronic,,,0.19827583333333300
deep pop edm,,,0.1977875
ukg revival,,,0.19749277777777800
guitarra clasica,,,0.19744166666666700
avant-garde,,,0.1973886111111110
nashville americana,,,0.19734527777777800
deep latin alternative,,,0.1964577777777780
southern americana,,,0.19628
soca,,,0.1950088888888890
victoria bc indie,,,0.19463166666666700
rock of gibraltar,,,0.19458833333333300
indie emo,,,0.19339916666666700
miami indie,,,0.19313277777777800
basshall,,,0.19257305555555600
industrial metal,,,0.19168833333333300
lullaby,,,0.191225
caucasian classical,,,0.19118888888888900
canadian classical piano,,,0.18781444444444400
kentucky indie,,,0.187455
pop house,,,0.18708194444444400
psychedelic folk rock,,,0.18654694444444400
speedrun,,,0.18633222222222200
jazz flute,,,0.1856225
australian trap,,,0.18499583333333300
jackin' house,,,0.183975
african reggae,,,0.1833036111111110
cdo indie,,,0.18317611111111100
armenian hip hop,,,0.18295333333333300
nottingham indie,,,0.18291083333333300
dub poetry,,,0.18131833333333300
harmonica blues,,,0.18107916666666700
bc underground hip hop,,,0.18087777777777800
delta blues,,,0.17945555555555600
melodipop,,,0.17815333333333300
rap montrealais,,,0.17795916666666700
swedish jazz,,,0.17778583333333300
french dnb,,,0.1774036111111110
multidisciplinary,,,0.1767138888888890
brazilian classical,,,0.1764961111111110
fake,,,0.17647222222222200
texas metal,,,0.17506666666666700
russelater,,,0.17480583333333300
surf music,,,0.17417694444444400
warm drone,,,0.17402944444444400
russian electronic,,,0.17365916666666700
russian techno,,,0.17365916666666700
german tech house,,,0.17229111111111100
spanish classical,,,0.17018694444444400
nu gaze,,,0.1701586111111110
indian lo-fi,,,0.1699688888888890
rva indie,,,0.16984777777777800
britpop revival,,,0.16832555555555600
norwegian space disco,,,0.16763027777777800
r&drill,,,0.16743083333333300
old school bassline,,,0.16722472222222200
chicago blues,,,0.16715194444444400
israeli pop,,,0.16648666666666700
cleveland indie,,,0.16594777777777800
alternative pop rock,,,0.16574027777777800
traditional funk,,,0.1656825
german opera,,,0.16555555555555600
swedish folk pop,,,0.16497777777777800
erotic product,,,0.16401583333333300
nz folk,,,0.16386638888888900
scandinavian r&b,,,0.1632736111111110
scottish indie rock,,,0.16308111111111100
asheville indie,,,0.16288472222222200
kingston on indie,,,0.16187083333333300
brisbane indie,,,0.16170166666666700
norwegian indie,,,0.16074527777777800
dutch tech house,,,0.15956833333333300
musica de fondo,,,0.15905916666666700
oc rap,,,0.1585875
channel pop,,,0.15847611111111100
north east england indie,,,0.15844416666666700
ectofolk,,,0.15831222222222200
turkish hip hop,,,0.1568336111111110
indie game soundtrack,,,0.15631583333333300
old school highlife,,,0.15522583333333300
hard trance,,,0.15382694444444400
liquid funk,,,0.15204527777777800
progressive uplifting trance,,,0.15139666666666700
gbvfi,,,0.15051194444444400
christian indie,,,0.15034916666666700
medieval,,,0.14857722222222200
orthodox chant,,,0.14857722222222200
american romanticism,,,0.14830722222222200
roots americana,,,0.14793666666666700
organic house,,,0.14691722222222200
jewish hip hop,,,0.146585
gen z singer-songwriter,,,0.1463963888888890
pittsburgh rock,,,0.14630361111111100
weightless,,,0.14627083333333300
jamaican hip hop,,,0.14582166666666700
classic house,,,0.14568555555555600
garage house,,,0.14568555555555600
charlottesville indie,,,0.14467777777777800
shimmer psych,,,0.14446027777777800
chinese classical piano,,,0.14435944444444400
norwegian experimental,,,0.14419222222222200
djent,,,0.1424402777777780
italo disco,,,0.14225194444444400
vocal harmony group,,,0.142
hurdy-gurdy,,,0.14146277777777800
hip-hop experimental,,,0.1413661111111110
old west,,,0.14064416666666700
socal indie,,,0.14055194444444400
cambridgeshire indie,,,0.14016222222222200
balearic,,,0.14008666666666700
chicago punk,,,0.13974333333333300
chicago hardcore,,,0.13974333333333300
french shoegaze,,,0.13972583333333300
mexican rock,,,0.1391477777777780
rock en espanol,,,0.1391477777777780
instrumental lullaby,,,0.13887527777777800
k-indie,,,0.13877666666666700
classic korean pop,,,0.13877666666666700
atmospheric post-rock,,,0.1378477777777780
historic piano performance,,,0.13753666666666700
asbury park indie,,,0.13662833333333300
vocaloid,,,0.13627111111111100
ambient idm,,,0.1360852777777780
beach house,,,0.13590194444444400
cantautor,,,0.13575166666666700
australian americana,,,0.13384166666666700
boston folk,,,0.13235555555555600
japanese progressive house,,,0.13230833333333300
danish pop rock,,,0.13227777777777800
anime phonk,,,0.1316513888888890
virginia metal,,,0.1311188888888890
dutch indie,,,0.13108444444444400
circuit,,,0.13083972222222200
japanese vtuber,,,0.13083333333333300
video game music,,,0.13080555555555600
omaha indie,,,0.13050333333333300
post-disco soul,,,0.12959222222222200
leipzig electronic,,,0.12935555555555600
steel guitar,,,0.12885722222222200
trap boricua,,,0.12860194444444400
lawrence ks indie,,,0.12838083333333300
riddim,,,0.12826277777777800
grave wave,,,0.12801083333333300
chamber psych,,,0.12791305555555600
bristol indie,,,0.12791305555555600
mallsoft,,,0.1265636111111110
utopian virtual,,,0.1265636111111110
euphoric hardstyle,,,0.1252602777777780
classic hardstyle,,,0.1252602777777780
british post-rock,,,0.12524444444444400
denton tx indie,,,0.12473277777777800
glam punk,,,0.12447027777777800
broken beat,,,0.12399722222222200
nordic soundtrack,,,0.12369722222222200
boom bap espanol,,,0.12306027777777800
classical trumpet,,,0.12284111111111100
new york drill,,,0.1228086111111110
garage pop,,,0.12187666666666700
tejano,,,0.12162611111111100
dembow,,,0.12134472222222200
rap dominicano,,,0.12134472222222200
aussie drill,,,0.12111111111111100
griot,,,0.1203961111111110
high-tech minimal,,,0.12034944444444400
norwegian hip hop,,,0.12011833333333300
math pop,,,0.11965166666666700
ontario indie,,,0.11928083333333300
alternative roots rock,,,0.11900361111111100
rock alternatif francais,,,0.1186838888888890
french emo,,,0.1186838888888890
gymcore,,,0.11798361111111100
indie rock italiano,,,0.11753333333333300
italian pop,,,0.11753333333333300
afro soul,,,0.11654055555555600
indie salvadoreno,,,0.11636611111111100
hardstyle,,,0.11599805555555600
irish pub song,,,0.11491055555555600
highlife,,,0.11405555555555600
mandible,,,0.11397361111111100
buffalo ny indie,,,0.11241583333333300
san antonio rap,,,0.11167166666666700
south african pop dance,,,0.11102111111111100
polish contemporary classical,,,0.11096666666666700
j-core,,,0.11070111111111100
anthem emo,,,0.10841
gothic americana,,,0.10825166666666700
isle of wight indie,,,0.1077775
tropical,,,0.10756277777777800
salsa peruana,,,0.10756277777777800
salsa,,,0.10756277777777800
salsa puertorriquena,,,0.10756277777777800
modern salsa,,,0.10756277777777800
french rock,,,0.10751083333333300
latin afrobeat,,,0.10741027777777800
lund indie,,,0.10710333333333300
nordic shoegaze,,,0.10710333333333300
italo dance,,,0.10677583333333300
hands up,,,0.10677583333333300
desi pop,,,0.10635527777777800
german pop rock,,,0.10612555555555600
ballroom,,,0.10569972222222200
chinese indie,,,0.10565555555555600
chinese indie pop,,,0.10565555555555600
deep tech house,,,0.10532444444444400
rock keyboard,,,0.10408861111111100
windsor on indie,,,0.10331111111111100
funky house,,,0.10312916666666700
grimewave,,,0.10278416666666700
israeli jazz,,,0.10255638888888900
meditation,,,0.1025
irish electronic,,,0.102385
japanese dream pop,,,0.10166666666666700
jazz rock,,,0.10155555555555600
reading indie,,,0.10074805555555600
nl folk,,,0.10062944444444400
northern irish indie,,,0.09985527777777780
australian post-rock,,,0.09968611111111110
idaho indie,,,0.09950333333333330
samba-rock,,,0.0993538888888889
classic psychedelic rock,,,0.09916166666666670
gamecore,,,0.09910944444444440
spacewave,,,0.09871972222222220
classic russian pop,,,0.0983725
via,,,0.0983725
belarusian pop,,,0.0983725
classic russian rock,,,0.0983725
japanese techno,,,0.09806833333333330
organic ambient,,,0.09806
chinese classical performance,,,0.0975961111111111
ethnotronica,,,0.09679027777777780
japanese jazz,,,0.09501083333333330
jazzy dnb,,,0.0947975
icelandic jazz,,,0.09413694444444440
indie electronica,,,0.09406944444444440
neo-kraut,,,0.09399944444444440
vintage hawaiian,,,0.09233333333333330
mexican experimental,,,0.09167777777777780
tijuana electronic,,,0.09167777777777780
norwegian americana,,,0.09135194444444440
acoustic chill,,,0.09106333333333330
german trance,,,0.09078861111111110
modern jangle pop,,,0.09077972222222220
twee pop,,,0.09060361111111110
westcoast flow,,,0.09049194444444440
instrumental progressive metal,,,0.08919222222222220
blues-rock guitar,,,0.08842583333333330
classic city pop,,,0.08674805555555560
romantico,,,0.0866775
deep soul house,,,0.08665777777777780
australian classical,,,0.08633333333333330
vancouver punk,,,0.08483166666666670
danish indie pop,,,0.0846925
future bounce,,,0.08385305555555560
alte,,,0.08321444444444440
nz singer-songwriter,,,0.08317777777777780
japanese classical,,,0.08261138888888890
a cappella,,,0.08177777777777780
brass band pop,,,0.08157444444444450
danish techno,,,0.08154944444444440
swedish hip hop,,,0.08134972222222220
velha guarda,,,0.08108111111111110
derry indie,,,0.0800388888888889
psybass,,,0.08
experimental psych,,,0.07947583333333330
man's orchestra,,,0.0792738888888889
symphonic power metal,,,0.07920361111111110
canadian blues,,,0.07889138888888890
early us punk,,,0.07887
baroque ensemble,,,0.07858888888888890
musica antigua,,,0.07858888888888890
scam rap,,,0.07857333333333330
underground power pop,,,0.07856666666666670
anarcho-punk,,,0.07748888888888890
german post-punk,,,0.07711388888888890
greek contemporary classical,,,0.0764
dublin indie,,,0.07612583333333330
trap beats,,,0.07583416666666670
ukrainian electronic,,,0.075595
vintage french electronic,,,0.07542944444444440
german boom bap,,,0.07534194444444450
bedroom r&b,,,0.07502638888888890
middle earth,,,0.07474472222222220
ska argentino,,,0.07453611111111110
argentine reggae,,,0.07453611111111110
danish rock,,,0.07439611111111110
danish metal,,,0.07439611111111110
norwegian jazz,,,0.07426611111111110
ecm-style jazz,,,0.07426611111111110
persian pop,,,0.07414444444444440
classic persian pop,,,0.07414444444444440
musiqi-ye zanan,,,0.07414444444444440
hauntology,,,0.07401138888888890
flint hip hop,,,0.07354444444444440
makossa,,,0.07341833333333330
weirdcore,,,0.07336416666666670
indian instrumental,,,0.07237555555555560
japanese soundtrack,,,0.07211083333333330
soulful house,,,0.07204277777777780
german dark minimal techno,,,0.07186138888888890
christian metal,,,0.07177027777777780
christian metalcore,,,0.07177027777777780
free improvisation,,,0.07175138888888890
shush,,,0.07166666666666670
classic danish pop,,,0.0715738888888889
viking folk,,,0.07154972222222220
cuban alternative,,,0.07123333333333330
olympia wa indie,,,0.07122222222222220
ny roots,,,0.07099611111111110
bossa nova jazz,,,0.07064611111111110
re:techno,,,0.07064555555555560
country rap,,,0.07022888888888890
experimental guitar,,,0.06877777777777780
alberta hip hop,,,0.06866138888888890
japanese idm,,,0.06852972222222220
japanese electronic,,,0.06852972222222220
furry,,,0.06791833333333330
neo-progressive,,,0.06765555555555560
swedish hardcore,,,0.06764444444444440
swedish post-hardcore,,,0.06764444444444440
vegan straight edge,,,0.06764444444444440
umea hardcore,,,0.06764444444444440
bitpop,,,0.06748888888888890
digital hardcore,,,0.06748888888888890
nintendocore,,,0.06748888888888890
queer country,,,0.06723694444444450
new orleans americana,,,0.06723694444444450
gainesville indie,,,0.06717916666666670
indie psych-pop,,,0.06717916666666670
chiptune,,,0.06708805555555560
japanese garage rock,,,0.06706638888888890
japanese rockabilly,,,0.06706638888888890
indian ambient,,,0.06683777777777780
san marcos tx indie,,,0.06665166666666670
libyan pop,,,0.06659777777777780
columbus ohio indie,,,0.06630333333333330
swedish dancehall,,,0.06616277777777780
swedish reggae,,,0.06616277777777780
swedish synth,,,0.06569444444444440
cymraeg,,,0.06557388888888890
nz electronic,,,0.06545055555555560
nordic classical piano,,,0.06524444444444440
icelandic experimental,,,0.06514305555555560
cincinnati indie,,,0.06504888888888890
didgeridoo,,,0.06502833333333330
nwocr,,,0.06501555555555560
tempe indie,,,0.06483333333333330
electro-pop francais,,,0.06479083333333330
old-time,,,0.0644813888888889
new age,,,0.06402194444444450
australian underground hip hop,,,0.06388472222222220
manchester indie,,,0.06357
canadian country,,,0.06356666666666670
welsh metal,,,0.06329555555555560
dayton indie,,,0.06321972222222220
german indie rock,,,0.06300027777777780
speed metal,,,0.0628
crossover thrash,,,0.0628
death metal,,,0.0628
virginia punk,,,0.0628
new wave of thrash metal,,,0.0628
manchester hip hop,,,0.06232611111111110
deep talent show,,,0.062251666666666700
rhode island indie,,,0.06220361111111110
oc indie,,,0.06217472222222220
city pop,,,0.06215
ok indie,,,0.06205833333333330
lafayette indie,,,0.062003611111111100
nu-cumbia,,,0.061948055555555600
latin alternative,,,0.061948055555555600
easycore,,,0.0619
dutch rap pop,,,0.06188888888888890
dutch hip hop,,,0.06188888888888890
modern funk,,,0.061845
australian garage punk,,,0.06156277777777780
boston indie,,,0.061532777777777800
australian indie rock,,,0.06144583333333330
gypsy punk,,,0.06144583333333330
jazz worship,,,0.061440555555555600
icelandic pop,,,0.06107027777777780
french tech house,,,0.060824444444444400
guyanese pop,,,0.060795
oklahoma country,,,0.0607925
psychedelic folk,,,0.06068388888888890
piano house,,,0.06044611111111110
bath indie,,,0.060414722222222200
southampton indie,,,0.060285
spectra,,,0.060159444444444400
canadian ccm,,,0.05994805555555560
christian punk,,,0.05994805555555560
pixel,,,0.05986111111111110
psych gaze,,,0.0595925
lexington ky indie,,,0.05954444444444440
indian indie,,,0.059519444444444400
indian electronic,,,0.059519444444444400
houston indie,,,0.05948888888888890
grunge pop,,,0.05947472222222220
stride,,,0.059444444444444400
charlotte nc indie,,,0.05929638888888890
australian indigenous music,,,0.059173333333333300
tassie indie,,,0.059047777777777800
canadian folk,,,0.05891472222222220
riot grrrl,,,0.05887777777777780
kenyan alternative,,,0.05879
uk dub,,,0.058770277777777800
dub reggae,,,0.058770277777777800
american metalcore,,,0.05852361111111110
electro swing,,,0.058437777777777800
balkan beats,,,0.058437777777777800
scottish hush,,,0.05835166666666670
wisconsin indie,,,0.05831111111111110
indian folk,,,0.05828166666666670
indian fusion,,,0.05828166666666670
spytrack,,,0.05826666666666670
malaysian pop,,,0.058262777777777800
pakistani pop,,,0.057985277777777800
pakistani electronic,,,0.057985277777777800
denver indie,,,0.05781638888888890
sichuanese hip hop,,,0.05779111111111110
canadian experimental,,,0.05778888888888890
experimental techno,,,0.057777777777777800
western americana,,,0.05770361111111110
moog,,,0.05765777777777780
jumpstyle,,,0.057319444444444400
american post-punk,,,0.057314444444444400
pop venezolano,,,0.05714277777777780
deep southern trap,,,0.05712166666666670
